"","series","method","timestamp","origin_timestamp","actual","forecast","Lo80","Hi80","Lo95","Hi95"
"51","O1","ARIMA",51,96,3774.24,NA,NA,NA,NA,NA
"52","O1","ARIMA",52,96,3767.55,NA,NA,NA,NA,NA
"53","O1","ARIMA",53,96,3699.6,NA,NA,NA,NA,NA
"54","O1","ARIMA",54,96,3620.3,NA,NA,NA,NA,NA
"55","O1","ARIMA",55,96,3641,NA,NA,NA,NA,NA
"56","O1","ARIMA",56,96,3656.02,NA,NA,NA,NA,NA
"57","O1","ARIMA",57,96,3710.94,NA,NA,NA,NA,NA
"58","O1","ARIMA",58,96,3913.79,NA,NA,NA,NA,NA
"59","O1","ARIMA",59,96,3829.84,NA,NA,NA,NA,NA
"60","O1","ARIMA",60,96,3856.37,NA,NA,NA,NA,NA
"61","O1","ARIMA",61,96,3712.15,NA,NA,NA,NA,NA
"62","O1","ARIMA",62,96,3829.26,NA,NA,NA,NA,NA
"63","O1","ARIMA",63,96,4048.86,NA,NA,NA,NA,NA
"64","O1","ARIMA",64,96,4420.14,NA,NA,NA,NA,NA
"65","O1","ARIMA",65,96,4603.3,NA,NA,NA,NA,NA
"66","O1","ARIMA",66,96,4738.44,NA,NA,NA,NA,NA
"67","O1","ARIMA",67,96,4762.83,NA,NA,NA,NA,NA
"68","O1","ARIMA",68,96,4812.26,NA,NA,NA,NA,NA
"69","O1","ARIMA",69,96,4816.1,NA,NA,NA,NA,NA
"70","O1","ARIMA",70,96,4680.41,NA,NA,NA,NA,NA
"71","O1","ARIMA",71,96,4521.21,NA,NA,NA,NA,NA
"72","O1","ARIMA",72,96,4586.8,NA,NA,NA,NA,NA
"73","O1","ARIMA",73,96,4585.28,NA,NA,NA,NA,NA
"74","O1","ARIMA",74,96,4556.63,NA,NA,NA,NA,NA
"75","O1","ARIMA",75,96,4292.69,NA,NA,NA,NA,NA
"76","O1","ARIMA",76,96,4261.42,NA,NA,NA,NA,NA
"77","O1","ARIMA",77,96,4235.59,NA,NA,NA,NA,NA
"78","O1","ARIMA",78,96,4258.32,NA,NA,NA,NA,NA
"79","O1","ARIMA",79,96,4321.97,NA,NA,NA,NA,NA
"80","O1","ARIMA",80,96,4245.44,NA,NA,NA,NA,NA
"81","O1","ARIMA",81,96,4274.12,NA,NA,NA,NA,NA
"82","O1","ARIMA",82,96,4149.42,NA,NA,NA,NA,NA
"83","O1","ARIMA",83,96,4155.7,NA,NA,NA,NA,NA
"84","O1","ARIMA",84,96,4117.26,NA,NA,NA,NA,NA
"85","O1","ARIMA",85,96,4204.07,NA,NA,NA,NA,NA
"86","O1","ARIMA",86,96,4041.04,NA,NA,NA,NA,NA
"87","O1","ARIMA",87,96,4157.26,NA,NA,NA,NA,NA
"88","O1","ARIMA",88,96,4141.84,NA,NA,NA,NA,NA
"89","O1","ARIMA",89,96,4183.9,NA,NA,NA,NA,NA
"90","O1","ARIMA",90,96,4215.39,NA,NA,NA,NA,NA
"91","O1","ARIMA",91,96,4138.89,NA,NA,NA,NA,NA
"92","O1","ARIMA",92,96,4031.36,NA,NA,NA,NA,NA
"93","O1","ARIMA",93,96,4339.38,NA,NA,NA,NA,NA
"94","O1","ARIMA",94,96,4509.34,NA,NA,NA,NA,NA
"95","O1","ARIMA",95,96,4547.25,NA,NA,NA,NA,NA
"96","O1","ARIMA",96,96,4542.51,NA,NA,NA,NA,NA
"97","O1","ARIMA",97,96,4381.08,4571.38896714172,4408.97476872778,4733.80316555566,4322.9978855593,4819.78004872414
"98","O1","ARIMA",98,96,4405.63,4531.23562687241,4261.02403467474,4801.44721907008,4117.98265824324,4944.48859550158
"99","O1","ARIMA",99,96,4377.02,4558.8149518352,4215.99951398843,4901.63038968196,4034.52398330248,5083.10592036791
"100","O1","ARIMA",100,96,4371.18,4550.70502430999,4159.83986237947,4941.5701862405,3952.92834423572,5148.48170438425
"101","O1","ARIMA",101,96,4255.07,4544.68064495417,4098.46094562202,4990.90034428633,3862.24650543389,5227.11478447446
"102","O1","ARIMA",102,96,4285.44,4555.452649202,4067.1952535375,5043.71004486651,3808.72740113827,5302.17789726574
"103","O1","ARIMA",103,96,4260.68,4547.13522244272,4018.82011453272,5075.45033035273,3739.14699018461,5355.12345470083
"104","O1","ARIMA",104,96,4249.63,4550.29416047411,3982.85826642932,5117.73005451891,3682.47584885552,5418.11247209271
"105","O2","ARIMA",1,96,5000,NA,NA,NA,NA,NA
"106","O2","ARIMA",2,96,4792.64,NA,NA,NA,NA,NA
"107","O2","ARIMA",3,96,5302.5,NA,NA,NA,NA,NA
"108","O2","ARIMA",4,96,5172.77,NA,NA,NA,NA,NA
"109","O2","ARIMA",5,96,5176.38,NA,NA,NA,NA,NA
"110","O2","ARIMA",6,96,5276.81,NA,NA,NA,NA,NA
"111","O2","ARIMA",7,96,5258.25,NA,NA,NA,NA,NA
"112","O2","ARIMA",8,96,5371.61,NA,NA,NA,NA,NA
"113","O2","ARIMA",9,96,2145.7,NA,NA,NA,NA,NA
"114","O2","ARIMA",10,96,3014.7,NA,NA,NA,NA,NA
"115","O2","ARIMA",11,96,5332.42,NA,NA,NA,NA,NA
"116","O2","ARIMA",12,96,5136.98,NA,NA,NA,NA,NA
"117","O2","ARIMA",13,96,4942.18,NA,NA,NA,NA,NA
"118","O2","ARIMA",14,96,4908.24,NA,NA,NA,NA,NA
"119","O2","ARIMA",15,96,4853.96,NA,NA,NA,NA,NA
"120","O2","ARIMA",16,96,4817.09,NA,NA,NA,NA,NA
"121","O2","ARIMA",17,96,4744.05,NA,NA,NA,NA,NA
"122","O2","ARIMA",18,96,4699.57,NA,NA,NA,NA,NA
"123","O2","ARIMA",19,96,4804.79,NA,NA,NA,NA,NA
"124","O2","ARIMA",20,96,4600.73,NA,NA,NA,NA,NA
"125","O2","ARIMA",21,96,4797.68,NA,NA,NA,NA,NA
"126","O2","ARIMA",22,96,5110.08,NA,NA,NA,NA,NA
"127","O2","ARIMA",23,96,5078.75,NA,NA,NA,NA,NA
"128","O2","ARIMA",24,96,5018.96,NA,NA,NA,NA,NA
"129","O2","ARIMA",25,96,4011.86,NA,NA,NA,NA,NA
"130","O2","ARIMA",26,96,4090.48,NA,NA,NA,NA,NA
"131","O2","ARIMA",27,96,4913.46,NA,NA,NA,NA,NA
"132","O2","ARIMA",28,96,4240.02,NA,NA,NA,NA,NA
"133","O2","ARIMA",29,96,6509.79,NA,NA,NA,NA,NA
"134","O2","ARIMA",30,96,7859.62,NA,NA,NA,NA,NA
"135","O2","ARIMA",31,96,6363.76,NA,NA,NA,NA,NA
"136","O2","ARIMA",32,96,7003.48,NA,NA,NA,NA,NA
"137","O2","ARIMA",33,96,6958.76,NA,NA,NA,NA,NA
"138","O2","ARIMA",34,96,6733.07,NA,NA,NA,NA,NA
"139","O2","ARIMA",35,96,6469.06,NA,NA,NA,NA,NA
"140","O2","ARIMA",36,96,6330.34,NA,NA,NA,NA,NA
"141","O2","ARIMA",37,96,6039.73,NA,NA,NA,NA,NA
"142","O2","ARIMA",38,96,6086.94,NA,NA,NA,NA,NA
"143","O2","ARIMA",39,96,6109.5,NA,NA,NA,NA,NA
"144","O2","ARIMA",40,96,6257.65,NA,NA,NA,NA,NA
"145","O2","ARIMA",41,96,6082.85,NA,NA,NA,NA,NA
"146","O2","ARIMA",42,96,5741.47,NA,NA,NA,NA,NA
"147","O2","ARIMA",43,96,5662.94,NA,NA,NA,NA,NA
"148","O2","ARIMA",44,96,5767.05,NA,NA,NA,NA,NA
"149","O2","ARIMA",45,96,4777.08,NA,NA,NA,NA,NA
"150","O2","ARIMA",46,96,5908.48,NA,NA,NA,NA,NA
"151","O2","ARIMA",47,96,5807.5,NA,NA,NA,NA,NA
"152","O2","ARIMA",48,96,5975.05,NA,NA,NA,NA,NA
"153","O2","ARIMA",49,96,6344.21,NA,NA,NA,NA,NA
"154","O2","ARIMA",50,96,5874.56,NA,NA,NA,NA,NA
"155","O2","ARIMA",51,96,5909.35,NA,NA,NA,NA,NA
"156","O2","ARIMA",52,96,5773.7,NA,NA,NA,NA,NA
"157","O2","ARIMA",53,96,5636.26,NA,NA,NA,NA,NA
"158","O2","ARIMA",54,96,5596.33,NA,NA,NA,NA,NA
"159","O2","ARIMA",55,96,5469.31,NA,NA,NA,NA,NA
"160","O2","ARIMA",56,96,5511.6,NA,NA,NA,NA,NA
"161","O2","ARIMA",57,96,5692.81,NA,NA,NA,NA,NA
"162","O2","ARIMA",58,96,6051.92,NA,NA,NA,NA,NA
"163","O2","ARIMA",59,96,6041.71,NA,NA,NA,NA,NA
"164","O2","ARIMA",60,96,6172.7,NA,NA,NA,NA,NA
"165","O2","ARIMA",61,96,3720.53,NA,NA,NA,NA,NA
"166","O2","ARIMA",62,96,2334.49,NA,NA,NA,NA,NA
"167","O2","ARIMA",63,96,5925.71,NA,NA,NA,NA,NA
"168","O2","ARIMA",64,96,6911.53,NA,NA,NA,NA,NA
"169","O2","ARIMA",65,96,7087.86,NA,NA,NA,NA,NA
"170","O2","ARIMA",66,96,7285.18,NA,NA,NA,NA,NA
"171","O2","ARIMA",67,96,7432.69,NA,NA,NA,NA,NA
"172","O2","ARIMA",68,96,7402.42,NA,NA,NA,NA,NA
"173","O2","ARIMA",69,96,7213.8,NA,NA,NA,NA,NA
"174","O2","ARIMA",70,96,7045.13,NA,NA,NA,NA,NA
"175","O2","ARIMA",71,96,6491.6,NA,NA,NA,NA,NA
"176","O2","ARIMA",72,96,6688.19,NA,NA,NA,NA,NA
"177","O2","ARIMA",73,96,6951.72,NA,NA,NA,NA,NA
"178","O2","ARIMA",74,96,6711.19,NA,NA,NA,NA,NA
"179","O2","ARIMA",75,96,6119.13,NA,NA,NA,NA,NA
"180","O2","ARIMA",76,96,5190.13,NA,NA,NA,NA,NA
"181","O2","ARIMA",77,96,4863.08,NA,NA,NA,NA,NA
"182","O2","ARIMA",78,96,6420.07,NA,NA,NA,NA,NA
"183","O2","ARIMA",79,96,6359.25,NA,NA,NA,NA,NA
"184","O2","ARIMA",80,96,5206.96,NA,NA,NA,NA,NA
"185","O2","ARIMA",81,96,6865.25,NA,NA,NA,NA,NA
"186","O2","ARIMA",82,96,6385.85,NA,NA,NA,NA,NA
"187","O2","ARIMA",83,96,6332.37,NA,NA,NA,NA,NA
"188","O2","ARIMA",84,96,5316.1,NA,NA,NA,NA,NA
"189","O2","ARIMA",85,96,6737.33,NA,NA,NA,NA,NA
"190","O2","ARIMA",86,96,6193.65,NA,NA,NA,NA,NA
"191","O2","ARIMA",87,96,6574.34,NA,NA,NA,NA,NA
"192","O2","ARIMA",88,96,6873.75,NA,NA,NA,NA,NA
"193","O2","ARIMA",89,96,6680.3,NA,NA,NA,NA,NA
"194","O2","ARIMA",90,96,6426.92,NA,NA,NA,NA,NA
"195","O2","ARIMA",91,96,6315.48,NA,NA,NA,NA,NA
"196","O2","ARIMA",92,96,5967.75,NA,NA,NA,NA,NA
"197","O2","ARIMA",93,96,6702.58,NA,NA,NA,NA,NA
"198","O2","ARIMA",94,96,6865.46,NA,NA,NA,NA,NA
"199","O2","ARIMA",95,96,7198.34,NA,NA,NA,NA,NA
"200","O2","ARIMA",96,96,7059.1,NA,NA,NA,NA,NA
"201","O2","ARIMA",97,96,5875.23,7059.1,5980.89617165391,8137.30382834609,5410.12954233955,8708.07045766045
"202","O2","ARIMA",98,96,6765.19,7059.1,5534.28952295036,8583.91047704964,4727.10361482402,9391.09638517598
"203","O2","ARIMA",99,96,6546.78,7059.1,5191.5961883893,8926.6038116107,4202.999387152,9915.200612848
"204","O2","ARIMA",100,96,6681.54,7059.1,4902.69234330782,9215.50765669219,3761.1590846791,10357.0409153209
"205","O2","ARIMA",101,96,6130.36,7059.1,4648.16294621762,9470.03705378238,3371.8899637823,10746.3100362177
"206","O2","ARIMA",102,96,6383.16,7059.1,4418.05078183669,9700.14921816331,3019.96377780825,11098.2362221918
"207","O2","ARIMA",103,96,6225.59,7059.1,4206.44080755847,9911.75919244153,2696.33424973809,11421.8657502619
"208","O2","ARIMA",104,96,6222.02,7059.1,4009.47904590073,10108.7209540993,2395.10722964805,11723.092770352
"209","O3","ARIMA",1,96,1256,NA,NA,NA,NA,NA
"210","O3","ARIMA",2,96,3075,NA,NA,NA,NA,NA
"211","O3","ARIMA",3,96,3109.7,NA,NA,NA,NA,NA
"212","O3","ARIMA",4,96,3317.5,NA,NA,NA,NA,NA
"213","O3","ARIMA",5,96,29,NA,NA,NA,NA,NA
"214","O3","ARIMA",6,96,945,NA,NA,NA,NA,NA
"215","O3","ARIMA",7,96,3417.5,NA,NA,NA,NA,NA
"216","O3","ARIMA",8,96,500,NA,NA,NA,NA,NA
"217","O3","ARIMA",9,96,960.06,NA,NA,NA,NA,NA
"218","O3","ARIMA",10,96,442,NA,NA,NA,NA,NA
"219","O3","ARIMA",11,96,2405.5,NA,NA,NA,NA,NA
"220","O3","ARIMA",12,96,1182.5,NA,NA,NA,NA,NA
"221","O3","ARIMA",13,96,2295,NA,NA,NA,NA,NA
"222","O3","ARIMA",14,96,3353.5,NA,NA,NA,NA,NA
"223","O3","ARIMA",15,96,1880.5,NA,NA,NA,NA,NA
"224","O3","ARIMA",16,96,4120.5,NA,NA,NA,NA,NA
"225","O3","ARIMA",17,96,1046,NA,NA,NA,NA,NA
"226","O3","ARIMA",18,96,3844,NA,NA,NA,NA,NA
"227","O3","ARIMA",19,96,1643.5,NA,NA,NA,NA,NA
"228","O3","ARIMA",20,96,1311.5,NA,NA,NA,NA,NA
"229","O3","ARIMA",21,96,4313.5,NA,NA,NA,NA,NA
"230","O3","ARIMA",22,96,1470,NA,NA,NA,NA,NA
"231","O3","ARIMA",23,96,4789.5,NA,NA,NA,NA,NA
"232","O3","ARIMA",24,96,7152.5,NA,NA,NA,NA,NA
"233","O3","ARIMA",25,96,4035.5,NA,NA,NA,NA,NA
"234","O3","ARIMA",26,96,5468.63,NA,NA,NA,NA,NA
"235","O3","ARIMA",27,96,5347.5,NA,NA,NA,NA,NA
"236","O3","ARIMA",28,96,5366.5,NA,NA,NA,NA,NA
"237","O3","ARIMA",29,96,9754,NA,NA,NA,NA,NA
"238","O3","ARIMA",30,96,13015.5,NA,NA,NA,NA,NA
"239","O3","ARIMA",31,96,9498.5,NA,NA,NA,NA,NA
"240","O3","ARIMA",32,96,5200,NA,NA,NA,NA,NA
"241","O3","ARIMA",33,96,9563.5,NA,NA,NA,NA,NA
"242","O3","ARIMA",34,96,9901,NA,NA,NA,NA,NA
"243","O3","ARIMA",35,96,6254,NA,NA,NA,NA,NA
"244","O3","ARIMA",36,96,2296.5,NA,NA,NA,NA,NA
"245","O3","ARIMA",37,96,3562.5,NA,NA,NA,NA,NA
"246","O3","ARIMA",38,96,4775.5,NA,NA,NA,NA,NA
"247","O3","ARIMA",39,96,9663.08,NA,NA,NA,NA,NA
"248","O3","ARIMA",40,96,10044,NA,NA,NA,NA,NA
"249","O3","ARIMA",41,96,5764.5,NA,NA,NA,NA,NA
"250","O3","ARIMA",42,96,5121,NA,NA,NA,NA,NA
"251","O3","ARIMA",43,96,1620.5,NA,NA,NA,NA,NA
"252","O3","ARIMA",44,96,4336.5,NA,NA,NA,NA,NA
"253","O3","ARIMA",45,96,6665.5,NA,NA,NA,NA,NA
"254","O3","ARIMA",46,96,3031.5,NA,NA,NA,NA,NA
"255","O3","ARIMA",47,96,4550.25,NA,NA,NA,NA,NA
"256","O3","ARIMA",48,96,1936.75,NA,NA,NA,NA,NA
"257","O3","ARIMA",49,96,2578.5,NA,NA,NA,NA,NA
"258","O3","ARIMA",50,96,2483,NA,NA,NA,NA,NA
"259","O3","ARIMA",51,96,5793.5,NA,NA,NA,NA,NA
"260","O3","ARIMA",52,96,1923,NA,NA,NA,NA,NA
"261","O3","ARIMA",53,96,4936.5,NA,NA,NA,NA,NA
"262","O3","ARIMA",54,96,2952,NA,NA,NA,NA,NA
"263","O3","ARIMA",55,96,2476.25,NA,NA,NA,NA,NA
"264","O3","ARIMA",56,96,1353,NA,NA,NA,NA,NA
"265","O3","ARIMA",57,96,2545,NA,NA,NA,NA,NA
"266","O3","ARIMA",58,96,1670,NA,NA,NA,NA,NA
"267","O3","ARIMA",59,96,1394,NA,NA,NA,NA,NA
"268","O3","ARIMA",60,96,28,NA,NA,NA,NA,NA
"269","O3","ARIMA",61,96,2247,NA,NA,NA,NA,NA
"270","O3","ARIMA",62,96,4235,NA,NA,NA,NA,NA
"271","O3","ARIMA",63,96,922.5,NA,NA,NA,NA,NA
"272","O3","ARIMA",64,96,1893.5,NA,NA,NA,NA,NA
"273","O3","ARIMA",65,96,1216,NA,NA,NA,NA,NA
"274","O3","ARIMA",66,96,889,NA,NA,NA,NA,NA
"275","O3","ARIMA",67,96,1981,NA,NA,NA,NA,NA
"276","O3","ARIMA",68,96,910,NA,NA,NA,NA,NA
"277","O3","ARIMA",69,96,1339.5,NA,NA,NA,NA,NA
"278","O3","ARIMA",70,96,3258.5,NA,NA,NA,NA,NA
"279","O3","ARIMA",71,96,464.5,NA,NA,NA,NA,NA
"280","O3","ARIMA",72,96,7398,NA,NA,NA,NA,NA
"281","O3","ARIMA",73,96,6108.5,NA,NA,NA,NA,NA
"282","O3","ARIMA",74,96,6422.5,NA,NA,NA,NA,NA
"283","O3","ARIMA",75,96,1499,NA,NA,NA,NA,NA
"284","O3","ARIMA",76,96,3406,NA,NA,NA,NA,NA
"285","O3","ARIMA",77,96,3774,NA,NA,NA,NA,NA
"286","O3","ARIMA",78,96,3790.5,NA,NA,NA,NA,NA
"287","O3","ARIMA",79,96,7705,NA,NA,NA,NA,NA
"288","O3","ARIMA",80,96,9527,NA,NA,NA,NA,NA
"289","O3","ARIMA",81,96,5733,NA,NA,NA,NA,NA
"290","O3","ARIMA",82,96,5974.5,NA,NA,NA,NA,NA
"291","O3","ARIMA",83,96,5018.5,NA,NA,NA,NA,NA
"292","O3","ARIMA",84,96,7740,NA,NA,NA,NA,NA
"293","O3","ARIMA",85,96,5258,NA,NA,NA,NA,NA
"294","O3","ARIMA",86,96,4083,NA,NA,NA,NA,NA
"295","O3","ARIMA",87,96,7907,NA,NA,NA,NA,NA
"296","O3","ARIMA",88,96,12564.5,NA,NA,NA,NA,NA
"297","O3","ARIMA",89,96,8163,NA,NA,NA,NA,NA
"298","O3","ARIMA",90,96,3647,NA,NA,NA,NA,NA
"299","O3","ARIMA",91,96,3351,NA,NA,NA,NA,NA
"300","O3","ARIMA",92,96,2920,NA,NA,NA,NA,NA
"301","O3","ARIMA",93,96,7485,NA,NA,NA,NA,NA
"302","O3","ARIMA",94,96,6953,NA,NA,NA,NA,NA
"303","O3","ARIMA",95,96,8233.25,NA,NA,NA,NA,NA
"304","O3","ARIMA",96,96,8104,NA,NA,NA,NA,NA
"305","O3","ARIMA",97,96,5417,6633.04842750548,3650.66594493935,9615.43091007161,2071.88802545114,11194.2088295598
"306","O3","ARIMA",98,96,3876.5,5723.91368295129,2217.8737074302,9229.95365847238,361.888256015887,11085.9391098867
"307","O3","ARIMA",99,96,5123,5162.0148419487,1475.52177088016,8848.50791301725,-475.989779020515,10800.0194629179
"308","O3","ARIMA",100,96,3364.5,4814.72824949219,1061.59215745247,8567.86434153191,-925.198076725744,10554.6545757101
"309","O3","ARIMA",101,96,1267.5,4600.08467221614,821.801423015979,8378.3679214163,-1178.30091203959,10378.4702564719
"310","O3","ARIMA",102,96,4154.5,4467.42229403456,679.576978105587,8255.26760996354,-1325.58720931278,10260.4317973819
"311","O3","ARIMA",103,96,5611,4385.42912746449,593.937497797261,8176.92075713171,-1413.15693151701,10184.015186446
"312","O3","ARIMA",104,96,4646.5,4334.7525192479,541.86893456804,8127.63610392776,-1465.96235121978,10135.4673897156
"313","O4","ARIMA",1,96,7310,NA,NA,NA,NA,NA
"314","O4","ARIMA",2,96,5417.5,NA,NA,NA,NA,NA
"315","O4","ARIMA",3,96,4907,NA,NA,NA,NA,NA
"316","O4","ARIMA",4,96,4767.5,NA,NA,NA,NA,NA
"317","O4","ARIMA",5,96,5300,NA,NA,NA,NA,NA
"318","O4","ARIMA",6,96,3672.5,NA,NA,NA,NA,NA
"319","O4","ARIMA",7,96,1942.5,NA,NA,NA,NA,NA
"320","O4","ARIMA",8,96,5882.5,NA,NA,NA,NA,NA
"321","O4","ARIMA",9,96,4710.94,NA,NA,NA,NA,NA
"322","O4","ARIMA",10,96,5195,NA,NA,NA,NA,NA
"323","O4","ARIMA",11,96,4590,NA,NA,NA,NA,NA
"324","O4","ARIMA",12,96,3850,NA,NA,NA,NA,NA
"325","O4","ARIMA",13,96,2482.5,NA,NA,NA,NA,NA
"326","O4","ARIMA",14,96,3495,NA,NA,NA,NA,NA
"327","O4","ARIMA",15,96,5352.5,NA,NA,NA,NA,NA
"328","O4","ARIMA",16,96,5645,NA,NA,NA,NA,NA
"329","O4","ARIMA",17,96,3572.5,NA,NA,NA,NA,NA
"330","O4","ARIMA",18,96,6167.5,NA,NA,NA,NA,NA
"331","O4","ARIMA",19,96,5980,NA,NA,NA,NA,NA
"332","O4","ARIMA",20,96,5580,NA,NA,NA,NA,NA
"333","O4","ARIMA",21,96,6815,NA,NA,NA,NA,NA
"334","O4","ARIMA",22,96,4837.5,NA,NA,NA,NA,NA
"335","O4","ARIMA",23,96,5352.5,NA,NA,NA,NA,NA
"336","O4","ARIMA",24,96,7822.5,NA,NA,NA,NA,NA
"337","O4","ARIMA",25,96,5487.5,NA,NA,NA,NA,NA
"338","O4","ARIMA",26,96,7384.38,NA,NA,NA,NA,NA
"339","O4","ARIMA",27,96,6677.5,NA,NA,NA,NA,NA
"340","O4","ARIMA",28,96,8362.5,NA,NA,NA,NA,NA
"341","O4","ARIMA",29,96,10115,NA,NA,NA,NA,NA
"342","O4","ARIMA",30,96,11865,NA,NA,NA,NA,NA
"343","O4","ARIMA",31,96,11107.5,NA,NA,NA,NA,NA
"344","O4","ARIMA",32,96,10282.5,NA,NA,NA,NA,NA
"345","O4","ARIMA",33,96,11070,NA,NA,NA,NA,NA
"346","O4","ARIMA",34,96,10027.5,NA,NA,NA,NA,NA
"347","O4","ARIMA",35,96,11085,NA,NA,NA,NA,NA
"348","O4","ARIMA",36,96,10202.5,NA,NA,NA,NA,NA
"349","O4","ARIMA",37,96,9365,NA,NA,NA,NA,NA
"350","O4","ARIMA",38,96,11022.5,NA,NA,NA,NA,NA
"351","O4","ARIMA",39,96,11285.83,NA,NA,NA,NA,NA
"352","O4","ARIMA",40,96,12300,NA,NA,NA,NA,NA
"353","O4","ARIMA",41,96,11585,NA,NA,NA,NA,NA
"354","O4","ARIMA",42,96,8817.5,NA,NA,NA,NA,NA
"355","O4","ARIMA",43,96,10022.5,NA,NA,NA,NA,NA
"356","O4","ARIMA",44,96,9877.5,NA,NA,NA,NA,NA
"357","O4","ARIMA",45,96,8360,NA,NA,NA,NA,NA
"358","O4","ARIMA",46,96,8427.5,NA,NA,NA,NA,NA
"359","O4","ARIMA",47,96,9372.5,NA,NA,NA,NA,NA
"360","O4","ARIMA",48,96,8463.75,NA,NA,NA,NA,NA
"361","O4","ARIMA",49,96,7915,NA,NA,NA,NA,NA
"362","O4","ARIMA",50,96,6777.5,NA,NA,NA,NA,NA
"363","O4","ARIMA",51,96,6707.5,NA,NA,NA,NA,NA
"364","O4","ARIMA",52,96,6635,NA,NA,NA,NA,NA
"365","O4","ARIMA",53,96,6370,NA,NA,NA,NA,NA
"366","O4","ARIMA",54,96,5890,NA,NA,NA,NA,NA
"367","O4","ARIMA",55,96,5547.5,NA,NA,NA,NA,NA
"368","O4","ARIMA",56,96,5260,NA,NA,NA,NA,NA
"369","O4","ARIMA",57,96,5240,NA,NA,NA,NA,NA
"370","O4","ARIMA",58,96,4882.5,NA,NA,NA,NA,NA
"371","O4","ARIMA",59,96,4775,NA,NA,NA,NA,NA
"372","O4","ARIMA",60,96,4860,NA,NA,NA,NA,NA
"373","O4","ARIMA",61,96,4932.5,NA,NA,NA,NA,NA
"374","O4","ARIMA",62,96,5127.5,NA,NA,NA,NA,NA
"375","O4","ARIMA",63,96,5022.5,NA,NA,NA,NA,NA
