"","series_id","category","value","timestamp"
"126","Q3","MICRO",5383.65,1992 Q4
"127","Q3","MICRO",5405.5,1993 Q1
"128","Q3","MICRO",5935.5,1993 Q2
"129","Q3","MICRO",5864.65,1993 Q3
"130","Q3","MICRO",5800.1,1993 Q4
"131","Q3","MICRO",5853.55,1994 Q1
"132","Q3","MICRO",5948,1994 Q2
"133","Q3","MICRO",5970,1994 Q3
"134","Q3","MICRO",5692,1994 Q4
"135","Q4","MICRO",2182.6,1984 Q1
"136","Q4","MICRO",2189.8,1984 Q2
"137","Q4","MICRO",2136.7,1984 Q3
"138","Q4","MICRO",2155.6,1984 Q4
"139","Q4","MICRO",2141.8,1985 Q1
"140","Q4","MICRO",2267.34,1985 Q2
"141","Q4","MICRO",2308.44,1985 Q3
"142","Q4","MICRO",2428.4,1985 Q4
"143","Q4","MICRO",2443.7,1986 Q1
"144","Q4","MICRO",2519.86,1986 Q2
"145","Q4","MICRO",2585,1986 Q3
"146","Q4","MICRO",2580.4,1986 Q4
"147","Q4","MICRO",2593.5,1987 Q1
"148","Q4","MICRO",2730.16,1987 Q2
"149","Q4","MICRO",2772.74,1987 Q3
"150","Q4","MICRO",2890.2,1987 Q4
"151","Q4","MICRO",4181.36,1988 Q1
"152","Q4","MICRO",4341.4,1988 Q2
"153","Q4","MICRO",4391.8,1988 Q3
"154","Q4","MICRO",4592.8,1988 Q4
"155","Q4","MICRO",4651.6,1989 Q1
"156","Q4","MICRO",4671.4,1989 Q2
"157","Q4","MICRO",4737.4,1989 Q3
"158","Q4","MICRO",4730.4,1989 Q4
"159","Q4","MICRO",4604.6,1990 Q1
"160","Q4","MICRO",4663.8,1990 Q2
"161","Q4","MICRO",4767.6,1990 Q3
"162","Q4","MICRO",4825,1990 Q4
"163","Q4","MICRO",4808,1991 Q1
"164","Q4","MICRO",4840,1991 Q2
"165","Q4","MICRO",4958,1991 Q3
"166","Q4","MICRO",4834,1991 Q4
"167","Q4","MICRO",4904.6,1992 Q1
"168","Q4","MICRO",5014,1992 Q2
"169","Q4","MICRO",5023.2,1992 Q3
"170","Q4","MICRO",4068.2,1992 Q4
"171","Q4","MICRO",4713,1993 Q1
"172","Q4","MICRO",4201,1993 Q2
"173","Q4","MICRO",4085.8,1993 Q3
"174","Q4","MICRO",4065,1993 Q4
"175","Q4","MICRO",3940.2,1994 Q1
"176","Q4","MICRO",3686.8,1994 Q2
"177","Q4","MICRO",3816.6,1994 Q3
"178","Q4","MICRO",2993.6,1994 Q4
"179","Q5","MICRO",875.51,1984 Q1
"180","Q5","MICRO",917.23,1984 Q2
"181","Q5","MICRO",999.89,1984 Q3
"182","Q5","MICRO",1014.7,1984 Q4
"183","Q5","MICRO",1010.2,1985 Q1
"184","Q5","MICRO",1065.72,1985 Q2
"185","Q5","MICRO",1090.13,1985 Q3
"186","Q5","MICRO",1075.93,1985 Q4
"187","Q5","MICRO",1095.09,1986 Q1
"188","Q5","MICRO",1083.43,1986 Q2
"189","Q5","MICRO",1053.22,1986 Q3
"190","Q5","MICRO",1040.04,1986 Q4
"191","Q5","MICRO",1037.43,1987 Q1
"192","Q5","MICRO",1065.84,1987 Q2
"193","Q5","MICRO",1086.51,1987 Q3
"194","Q5","MICRO",1249.39,1987 Q4
"195","Q5","MICRO",1238.08,1988 Q1
"196","Q5","MICRO",1406.19,1988 Q2
"197","Q5","MICRO",1698.22,1988 Q3
"198","Q5","MICRO",1774.87,1988 Q4
"199","Q5","MICRO",1775.79,1989 Q1
"200","Q5","MICRO",1861.52,1989 Q2
"201","Q5","MICRO",1874.01,1989 Q3
"202","Q5","MICRO",1996.99,1989 Q4
"203","Q5","MICRO",2039.72,1990 Q1
"204","Q5","MICRO",2318.26,1990 Q2
"205","Q5","MICRO",2558.82,1990 Q3
"206","Q5","MICRO",2688.16,1990 Q4
"207","Q5","MICRO",2735.26,1991 Q1
"208","Q5","MICRO",2911.08,1991 Q2
"209","Q5","MICRO",3032.97,1991 Q3
"210","Q5","MICRO",3146.05,1991 Q4
"211","Q5","MICRO",3252.58,1992 Q1
"212","Q5","MICRO",3441.94,1992 Q2
"213","Q5","MICRO",3671.11,1992 Q3
"214","Q5","MICRO",4044.29,1992 Q4
"215","Q5","MICRO",4536.47,1993 Q1
"216","Q5","MICRO",4729.85,1993 Q2
"217","Q5","MICRO",5230.25,1993 Q3
"218","Q5","MICRO",5672,1993 Q4
"219","Q5","MICRO",5963,1994 Q1
"220","Q5","MICRO",6143,1994 Q2
"221","Q5","MICRO",6636,1994 Q3
"222","Q5","MICRO",6908,1994 Q4
"223","Q6","MICRO",7862.2,1984 Q1
"224","Q6","MICRO",7658.2,1984 Q2
"225","Q6","MICRO",8369.8,1984 Q3
"226","Q6","MICRO",8370.2,1984 Q4
"227","Q6","MICRO",8376.8,1985 Q1
"228","Q6","MICRO",8229.6,1985 Q2
"229","Q6","MICRO",8422.6,1985 Q3
"230","Q6","MICRO",8350.4,1985 Q4
"231","Q6","MICRO",8257.6,1986 Q1
"232","Q6","MICRO",8106.2,1986 Q2
"233","Q6","MICRO",7808.2,1986 Q3
"234","Q6","MICRO",7882.4,1986 Q4
"235","Q6","MICRO",7942.2,1987 Q1
"236","Q6","MICRO",7929.4,1987 Q2
"237","Q6","MICRO",7880.6,1987 Q3
"238","Q6","MICRO",8054.4,1987 Q4
"239","Q6","MICRO",7900.4,1988 Q1
"240","Q6","MICRO",7677,1988 Q2
"241","Q6","MICRO",7652,1988 Q3
"242","Q6","MICRO",7764,1988 Q4
"243","Q6","MICRO",7528.2,1989 Q1
"244","Q6","MICRO",7512.4,1989 Q2
"245","Q6","MICRO",7652.4,1989 Q3
"246","Q6","MICRO",7816,1989 Q4
"247","Q6","MICRO",7621,1990 Q1
"248","Q6","MICRO",7592.4,1990 Q2
"249","Q6","MICRO",8151.4,1990 Q3
"250","Q6","MICRO",8333,1990 Q4
"251","Q6","MICRO",8060.8,1991 Q1
"252","Q6","MICRO",7997.8,1991 Q2
"253","Q6","MICRO",8270.8,1991 Q3
"254","Q6","MICRO",8437.4,1991 Q4
"255","Q6","MICRO",8078.8,1992 Q1
"256","Q6","MICRO",8411.4,1992 Q2
"257","Q6","MICRO",8526.2,1992 Q3
"258","Q6","MICRO",8112.2,1992 Q4
"259","Q6","MICRO",8202.2,1993 Q1
"260","Q6","MICRO",8287.2,1993 Q2
"261","Q6","MICRO",8287.4,1993 Q3
"262","Q6","MICRO",8117,1993 Q4
"263","Q6","MICRO",8164.6,1994 Q1
"264","Q6","MICRO",8129.8,1994 Q2
"265","Q6","MICRO",8352,1994 Q3
"266","Q6","MICRO",8308.4,1994 Q4
"267","Q7","MICRO",4861.63,1984 Q1
"268","Q7","MICRO",5266.01,1984 Q2
"269","Q7","MICRO",5317.38,1984 Q3
"270","Q7","MICRO",5707.25,1984 Q4
"271","Q7","MICRO",5628.22,1985 Q1
"272","Q7","MICRO",5869.41,1985 Q2
"273","Q7","MICRO",6154.48,1985 Q3
"274","Q7","MICRO",6641.68,1985 Q4
"275","Q7","MICRO",6185.15,1986 Q1
"276","Q7","MICRO",6480.35,1986 Q2
"277","Q7","MICRO",6802.93,1986 Q3
"278","Q7","MICRO",6599.46,1986 Q4
"279","Q7","MICRO",6827.16,1987 Q1
"280","Q7","MICRO",6947.74,1987 Q2
"281","Q7","MICRO",7632.08,1987 Q3
"282","Q7","MICRO",7499.13,1987 Q4
"283","Q7","MICRO",7894.79,1988 Q1
"284","Q7","MICRO",8122.18,1988 Q2
"285","Q7","MICRO",7755.89,1988 Q3
"286","Q7","MICRO",7795.16,1988 Q4
"287","Q7","MICRO",7826.55,1989 Q1
"288","Q7","MICRO",8085.57,1989 Q2
"289","Q7","MICRO",8367.97,1989 Q3
"290","Q7","MICRO",8697.16,1989 Q4
"291","Q7","MICRO",8787.1,1990 Q1
"292","Q7","MICRO",8917.85,1990 Q2
"293","Q7","MICRO",9249.42,1990 Q3
"294","Q7","MICRO",9625.28,1990 Q4
"295","Q7","MICRO",9750.08,1991 Q1
"296","Q7","MICRO",9913.57,1991 Q2
"297","Q7","MICRO",9650,1991 Q3
"298","Q7","MICRO",9425,1991 Q4
"299","Q7","MICRO",8275.87,1992 Q1
"300","Q7","MICRO",8234.09,1992 Q2
"301","Q7","MICRO",8447.25,1992 Q3
"302","Q7","MICRO",8353.32,1992 Q4
"303","Q7","MICRO",8586.87,1993 Q1
"304","Q7","MICRO",8519.06,1993 Q2
"305","Q7","MICRO",8662.2,1993 Q3
"306","Q7","MICRO",9080.78,1993 Q4
"307","Q7","MICRO",9012.34,1994 Q1
"308","Q7","MICRO",9120.59,1994 Q2
"309","Q7","MICRO",9391.41,1994 Q3
"310","Q8","MICRO",4019.5,1984 Q1
"311","Q8","MICRO",4542.5,1984 Q2
"312","Q8","MICRO",4939,1984 Q3
"313","Q8","MICRO",4544.5,1984 Q4
"314","Q8","MICRO",4631.5,1985 Q1
"315","Q8","MICRO",4942.5,1985 Q2
"316","Q8","MICRO",5232.5,1985 Q3
"317","Q8","MICRO",4636.5,1985 Q4
"318","Q8","MICRO",4900,1986 Q1
"319","Q8","MICRO",5415,1986 Q2
"320","Q8","MICRO",6090,1986 Q3
"321","Q8","MICRO",6175,1986 Q4
"322","Q8","MICRO",6643,1987 Q1
"323","Q8","MICRO",6933,1987 Q2
"324","Q8","MICRO",7202,1987 Q3
"325","Q8","MICRO",6865,1987 Q4
"326","Q8","MICRO",6930.5,1988 Q1
"327","Q8","MICRO",6667,1988 Q2
"328","Q8","MICRO",7082.5,1988 Q3
"329","Q8","MICRO",5826,1988 Q4
"330","Q8","MICRO",5728,1989 Q1
"331","Q8","MICRO",6212,1989 Q2
"332","Q8","MICRO",6176,1989 Q3
"333","Q8","MICRO",4591.5,1989 Q4
"334","Q8","MICRO",4038,1990 Q1
"335","Q8","MICRO",3985.5,1990 Q2
"336","Q8","MICRO",3965,1990 Q3
"337","Q8","MICRO",3618.5,1990 Q4
"338","Q8","MICRO",3486.5,1991 Q1
"339","Q8","MICRO",3496,1991 Q2
"340","Q8","MICRO",3655.5,1991 Q3
"341","Q8","MICRO",3434.5,1991 Q4
"342","Q8","MICRO",3392,1992 Q1
"343","Q8","MICRO",3391,1992 Q2
"344","Q8","MICRO",3427,1992 Q3
"345","Q8","MICRO",2893,1992 Q4
"346","Q8","MICRO",2869.5,1993 Q1
"347","Q8","MICRO",2934.5,1993 Q2
"348","Q8","MICRO",3144.5,1993 Q3
"349","Q8","MICRO",2797,1993 Q4
"350","Q8","MICRO",2876.5,1994 Q1
"351","Q8","MICRO",3324.5,1994 Q2
"352","Q8","MICRO",3495.5,1994 Q3
"353","Q9","MICRO",2973.66,1983 Q4
"354","Q9","MICRO",3100.21,1984 Q1
"355","Q9","MICRO",2997.06,1984 Q2
"356","Q9","MICRO",2848.63,1984 Q3
"357","Q9","MICRO",2778,1984 Q4
"358","Q9","MICRO",2906.69,1985 Q1
"359","Q9","MICRO",2842.44,1985 Q2
"360","Q9","MICRO",2731.06,1985 Q3
"361","Q9","MICRO",2807.5,1985 Q4
"362","Q9","MICRO",2961.31,1986 Q1
"363","Q9","MICRO",2834.46,1986 Q2
"364","Q9","MICRO",2487.13,1986 Q3
"365","Q9","MICRO",2372.74,1986 Q4
"366","Q9","MICRO",2618.44,1987 Q1
"367","Q9","MICRO",2564.18,1987 Q2
"368","Q9","MICRO",2379.94,1987 Q3
"369","Q9","MICRO",2556.62,1987 Q4
"370","Q9","MICRO",2800.82,1988 Q1
"371","Q9","MICRO",2718.07,1988 Q2
"372","Q9","MICRO",2622.63,1988 Q3
"373","Q9","MICRO",4315.77,1988 Q4
"374","Q9","MICRO",4582.99,1989 Q1
"375","Q9","MICRO",4656.31,1989 Q2
"376","Q9","MICRO",4572.72,1989 Q3
"377","Q9","MICRO",4793.4,1989 Q4
"378","Q9","MICRO",5109.75,1990 Q1
"379","Q9","MICRO",5277.5,1990 Q2
"380","Q9","MICRO",5332.15,1990 Q3
"381","Q9","MICRO",5470.3,1990 Q4
"382","Q9","MICRO",5615.8,1991 Q1
"383","Q9","MICRO",5616.25,1991 Q2
"384","Q9","MICRO",5824.7,1991 Q3
"385","Q9","MICRO",5811.4,1991 Q4
"386","Q9","MICRO",5974.85,1992 Q1
"387","Q9","MICRO",6037.55,1992 Q2
"388","Q9","MICRO",5722.8,1992 Q3
"389","Q9","MICRO",6080.4,1992 Q4
"390","Q9","MICRO",6093.05,1993 Q1
"391","Q9","MICRO",5993.4,1993 Q2
"392","Q9","MICRO",5675.95,1993 Q3
"393","Q9","MICRO",5890.2,1993 Q4
"394","Q9","MICRO",6246.25,1994 Q1
"395","Q9","MICRO",6408.55,1994 Q2
"396","Q9","MICRO",6390.6,1994 Q3
"397","Q9","MICRO",6735.1,1994 Q4
"398","Q10","MICRO",2449.06,1984 Q1
"399","Q10","MICRO",2524,1984 Q2
"400","Q10","MICRO",2703.82,1984 Q3
"401","Q10","MICRO",2891.58,1984 Q4
"402","Q10","MICRO",2894.46,1985 Q1
"403","Q10","MICRO",2944.72,1985 Q2
"404","Q10","MICRO",3082.16,1985 Q3
"405","Q10","MICRO",3186.68,1985 Q4
"406","Q10","MICRO",3308.72,1986 Q1
"407","Q10","MICRO",3334.7,1986 Q2
"408","Q10","MICRO",3388.62,1986 Q3
"409","Q10","MICRO",3482.5,1986 Q4
"410","Q10","MICRO",3515.28,1987 Q1
"411","Q10","MICRO",3576.06,1987 Q2
"412","Q10","MICRO",4137.82,1987 Q3
"413","Q10","MICRO",4172.78,1987 Q4
"414","Q10","MICRO",4474.92,1988 Q1
"415","Q10","MICRO",4200.26,1988 Q2
"416","Q10","MICRO",4339.56,1988 Q3
"417","Q10","MICRO",4692.52,1988 Q4
"418","Q10","MICRO",4704.6,1989 Q1
"419","Q10","MICRO",4744.08,1989 Q2
"420","Q10","MICRO",4985.56,1989 Q3
"421","Q10","MICRO",5014.5,1989 Q4
"422","Q10","MICRO",4983.16,1990 Q1
"423","Q10","MICRO",5105,1990 Q2
"424","Q10","MICRO",6613.42,1990 Q3
"425","Q10","MICRO",6686.18,1990 Q4
"426","Q10","MICRO",6501.9,1991 Q1
"427","Q10","MICRO",6497.12,1991 Q2
"428","Q10","MICRO",6749.64,1991 Q3
"429","Q10","MICRO",6807.62,1991 Q4
"430","Q10","MICRO",6707.04,1992 Q1
"431","Q10","MICRO",6731.2,1992 Q2
"432","Q10","MICRO",6984.68,1992 Q3
"433","Q10","MICRO",6820.5,1992 Q4
"434","Q10","MICRO",6729.34,1993 Q1
"435","Q10","MICRO",6675.46,1993 Q2
"436","Q10","MICRO",7142.94,1993 Q3
"437","Q10","MICRO",7308.06,1993 Q4
"438","Q10","MICRO",7525.5,1994 Q1
"439","Q10","MICRO",7893.78,1994 Q2
"440","Q10","MICRO",8223.88,1994 Q3
"441","Q10","MICRO",8904.28,1994 Q4
"442","Q11","MICRO",3762.97,1984 Q1
"443","Q11","MICRO",3799.21,1984 Q2
"444","Q11","MICRO",3901.19,1984 Q3
"445","Q11","MICRO",4009.41,1984 Q4
"446","Q11","MICRO",3950.73,1985 Q1
"447","Q11","MICRO",3898.94,1985 Q2
"448","Q11","MICRO",3976.13,1985 Q3
"449","Q11","MICRO",4012.08,1985 Q4
"450","Q11","MICRO",4052,1986 Q1
"451","Q11","MICRO",4071.57,1986 Q2
"452","Q11","MICRO",4145.31,1986 Q3
"453","Q11","MICRO",4113.37,1986 Q4
"454","Q11","MICRO",4142.29,1987 Q1
"455","Q11","MICRO",4159.41,1987 Q2
"456","Q11","MICRO",4246.92,1987 Q3
"457","Q11","MICRO",4255.9,1987 Q4
"458","Q11","MICRO",4366.13,1988 Q1
"459","Q11","MICRO",4373.83,1988 Q2
"460","Q11","MICRO",4460.94,1988 Q3
"461","Q11","MICRO",4445.3,1988 Q4
"462","Q11","MICRO",4463.48,1989 Q1
"463","Q11","MICRO",4563.78,1989 Q2
"464","Q11","MICRO",4632.46,1989 Q3
"465","Q11","MICRO",4771.19,1989 Q4
"466","Q11","MICRO",4813.4,1990 Q1
"467","Q11","MICRO",4924.15,1990 Q2
"468","Q11","MICRO",5007.25,1990 Q3
"469","Q11","MICRO",5041.75,1990 Q4
"470","Q11","MICRO",5094.55,1991 Q1
"471","Q11","MICRO",5130.9,1991 Q2
"472","Q11","MICRO",5173.45,1991 Q3
"473","Q11","MICRO",5235.3,1991 Q4
"474","Q11","MICRO",5228.5,1992 Q1
"475","Q11","MICRO",5258.55,1992 Q2
"476","Q11","MICRO",5395.45,1992 Q3
"477","Q11","MICRO",5475.2,1992 Q4
"478","Q11","MICRO",5921.4,1993 Q1
"479","Q11","MICRO",5837.9,1993 Q2
"480","Q11","MICRO",5981.7,1993 Q3
"481","Q11","MICRO",6146.8,1993 Q4
"482","Q11","MICRO",6111.9,1994 Q1
"483","Q11","MICRO",6226.35,1994 Q2
"484","Q11","MICRO",6308.9,1994 Q3
"485","Q11","MICRO",6431.1,1994 Q4
"486","Q12","MICRO",3526.3,1984 Q1
"487","Q12","MICRO",3506.7,1984 Q2
"488","Q12","MICRO",3533.2,1984 Q3
"489","Q12","MICRO",3873.2,1984 Q4
"490","Q12","MICRO",4010,1985 Q1
"491","Q12","MICRO",3912.6,1985 Q2
"492","Q12","MICRO",4058.1,1985 Q3
"493","Q12","MICRO",4298.1,1985 Q4
"494","Q12","MICRO",4249,1986 Q1
"495","Q12","MICRO",4427,1986 Q2
"496","Q12","MICRO",4229.7,1986 Q3
"497","Q12","MICRO",4520.2,1986 Q4
"498","Q12","MICRO",4598.5,1987 Q1
"499","Q12","MICRO",4872,1987 Q2
"500","Q12","MICRO",4848.9,1987 Q3
"501","Q12","MICRO",5154.6,1987 Q4
"502","Q12","MICRO",5229,1988 Q1
"503","Q12","MICRO",5217.1,1988 Q2
"504","Q12","MICRO",5039.9,1988 Q3
"505","Q12","MICRO",5392.6,1988 Q4
"506","Q12","MICRO",5548,1989 Q1
"507","Q12","MICRO",5351.1,1989 Q2
"508","Q12","MICRO",5491.7,1989 Q3
"509","Q12","MICRO",6434,1989 Q4
"510","Q12","MICRO",6367.3,1990 Q1
"511","Q12","MICRO",6430.8,1990 Q2
"512","Q12","MICRO",6587,1990 Q3
"513","Q12","MICRO",6752.2,1990 Q4
"514","Q12","MICRO",6774.2,1991 Q1
"515","Q12","MICRO",6539.7,1991 Q2
"516","Q12","MICRO",6725.1,1991 Q3
"517","Q12","MICRO",6979,1991 Q4
"518","Q12","MICRO",7220.6,1992 Q1
"519","Q12","MICRO",7535.9,1992 Q2
"520","Q12","MICRO",7466.9,1992 Q3
"521","Q12","MICRO",7497.4,1992 Q4
"522","Q12","MICRO",7543.4,1993 Q1
"523","Q12","MICRO",8054.4,1993 Q2
"524","Q12","MICRO",7834.3,1993 Q3
"525","Q12","MICRO",7688.1,1993 Q4
"526","Q12","MICRO",7723.1,1994 Q1
"527","Q12","MICRO",7946,1994 Q2
"528","Q12","MICRO",7853.6,1994 Q3
"529","Q12","MICRO",7931.3,1994 Q4
"530","Q13","MICRO",3587.28,1984 Q1
"531","Q13","MICRO",4051.39,1984 Q2
"532","Q13","MICRO",4006.64,1984 Q3
"533","Q13","MICRO",3984.57,1984 Q4
"534","Q13","MICRO",4064.14,1985 Q1
"535","Q13","MICRO",3992.22,1985 Q2
"536","Q13","MICRO",4015.72,1985 Q3
"537","Q13","MICRO",3889.25,1985 Q4
"538","Q13","MICRO",3811.51,1986 Q1
"539","Q13","MICRO",3936.99,1986 Q2
"540","Q13","MICRO",4031.91,1986 Q3
"541","Q13","MICRO",3914.8,1986 Q4
"542","Q13","MICRO",4014.91,1987 Q1
"543","Q13","MICRO",4167.21,1987 Q2
"544","Q13","MICRO",4402.62,1987 Q3
"545","Q13","MICRO",4420.92,1987 Q4
"546","Q13","MICRO",4426.28,1988 Q1
"547","Q13","MICRO",4442.59,1988 Q2
"548","Q13","MICRO",4517.55,1988 Q3
"549","Q13","MICRO",4443.2,1988 Q4
"550","Q13","MICRO",4505.4,1989 Q1
"551","Q13","MICRO",4820.7,1989 Q2
"552","Q13","MICRO",4804.8,1989 Q3
"553","Q13","MICRO",4790.7,1989 Q4
"554","Q13","MICRO",4999.2,1990 Q1
"555","Q13","MICRO",5036.1,1990 Q2
"556","Q13","MICRO",5122.6,1990 Q3
"557","Q13","MICRO",5077.9,1990 Q4
"558","Q13","MICRO",4967.7,1991 Q1
"559","Q13","MICRO",4809.7,1991 Q2
"560","Q13","MICRO",4922.2,1991 Q3
"561","Q13","MICRO",4896.3,1991 Q4
"562","Q13","MICRO",4765.8,1992 Q1
"563","Q13","MICRO",4770.9,1992 Q2
"564","Q13","MICRO",4924.1,1992 Q3
"565","Q13","MICRO",4928.1,1992 Q4
"566","Q13","MICRO",4848.2,1993 Q1
"567","Q13","MICRO",4993.6,1993 Q2
"568","Q13","MICRO",5315.4,1993 Q3
"569","Q13","MICRO",5256,1993 Q4
"570","Q13","MICRO",5984.3,1994 Q1
"571","Q13","MICRO",6408.9,1994 Q2
"572","Q13","MICRO",6574.7,1994 Q3
"573","Q13","MICRO",6590,1994 Q4
"574","Q14","MICRO",1849.56,1984 Q1
"575","Q14","MICRO",1866.8,1984 Q2
"576","Q14","MICRO",1803.92,1984 Q3
"577","Q14","MICRO",1794.82,1984 Q4
"578","Q14","MICRO",1817.9,1985 Q1
"579","Q14","MICRO",1863.58,1985 Q2
"580","Q14","MICRO",1884.32,1985 Q3
"581","Q14","MICRO",2033.52,1985 Q4
"582","Q14","MICRO",2033.74,1986 Q1
"583","Q14","MICRO",2059.3,1986 Q2
"584","Q14","MICRO",2135.16,1986 Q3
"585","Q14","MICRO",2236.72,1986 Q4
"586","Q14","MICRO",2215.36,1987 Q1
"587","Q14","MICRO",2189.64,1987 Q2
"588","Q14","MICRO",2209.18,1987 Q3
